PFVS,10.6
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.68
PFVS,0.27
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.73
PFVS,0.27
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.63
PFVS,3.62
fASP_conj,0.13
fASP_src,0.15
Hybrid_BMSA,1.79
PFVS,48.21
fASP_conj,2.05
fASP_src,0.13
Hybrid_BMSA,2.39
PFVS,141.44
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.65
PFVS,0.17
fASP_conj,0.63
fASP_src,0.18
Hybrid_BMSA,2.31
PFVS,82.41
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,1.75
PFVS,0.16
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.75
PFVS,0.17
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.72
PFVS,0.17
fASP_conj,0.17
fASP_src,0.13
Hybrid_BMSA,1.64
PFVS,0.22
fASP_conj,0.1
fASP_src,0.13
Hybrid_BMSA,1.93
PFVS,0.22
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.59
PFVS,0.17
fASP_conj,10.25
fASP_src,12.96
Hybrid_BMSA,1.81
PFVS,8.74
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.62
PFVS,0.11
Hybrid_BMSA,261.21
fASP_conj,0.1
fASP_src,0.11
Hybrid_BMSA,1.94
PFVS,0.22
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,1.7
PFVS,0.17
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.69
PFVS,0.12
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.83
PFVS,0.11
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.79
PFVS,0.16
fASP_src,0.92
Hybrid_BMSA,2.02
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.76
PFVS,0.38
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.8
PFVS,0.17
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,1.84
PFVS,0.32
fASP_conj,0.11
fASP_src,0.12
Hybrid_BMSA,2.44
PFVS,0.27
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.76
PFVS,0.22
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.78
PFVS,0.42
fASP_conj,0.08
fASP_src,0.09
Hybrid_BMSA,1.61
PFVS,0.17
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.6
PFVS,0.17
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.98
PFVS,0.22
fASP_conj,0.14
fASP_src,0.13
Hybrid_BMSA,1.8
PFVS,0.77
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.54
PFVS,0.17
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.7
PFVS,0.16
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.67
PFVS,0.17
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.8
PFVS,0.22
fASP_conj,0.36
fASP_src,0.3
Hybrid_BMSA,1.71
PFVS,0.42
fASP_conj,2.12
fASP_src,5.57
Hybrid_BMSA,2.02
PFVS,328.88
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.86
PFVS,0.22
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.65
PFVS,0.17
fASP_conj,0.1
fASP_src,0.11
Hybrid_BMSA,2.69
PFVS,0.72
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.79
PFVS,0.17
fASP_conj,0.15
fASP_src,0.11
Hybrid_BMSA,1.91
PFVS,0.77
fASP_conj,18.03
fASP_src,3.06
Hybrid_BMSA,2.68
fASP_conj,227.71
fASP_src,221.42
fASP_conj,2.23
fASP_src,0.47
Hybrid_BMSA,2.13
PFVS,9.35
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.79
PFVS,0.17
fASP_conj,5.75
fASP_src,1.21
Hybrid_BMSA,2.37
PFVS,211.36
fASP_conj,0.29
fASP_src,0.2
Hybrid_BMSA,2.94
PFVS,125.16
fASP_src,3.02
Hybrid_BMSA,2.06
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.73
PFVS,0.39
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.98
PFVS,0.16
fASP_src,8.35
Hybrid_BMSA,2.6
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.57
PFVS,0.12
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,2.31
PFVS,0.16
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.78
PFVS,0.16
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.98
PFVS,0.17
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,1.9
PFVS,8.29
fASP_conj,1.3
fASP_src,0.69
Hybrid_BMSA,2.09
PFVS,7.64
fASP_conj,0.11
fASP_src,0.12
Hybrid_BMSA,1.68
PFVS,0.16
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.66
PFVS,0.11
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.74
PFVS,0.11
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.54
PFVS,0.11
fASP_conj,0.18
fASP_src,0.16
Hybrid_BMSA,1.73
PFVS,0.26
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.72
PFVS,0.16
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.65
PFVS,0.12
fASP_src,4.71
Hybrid_BMSA,2.19
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.67
PFVS,0.17
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.88
PFVS,0.16
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.72
PFVS,0.12
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.85
PFVS,2.64
fASP_src,10.98
Hybrid_BMSA,2.08
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.79
PFVS,0.17
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.77
PFVS,0.17
fASP_conj,0.09
fASP_src,0.08
Hybrid_BMSA,1.55
PFVS,0.11
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.56
PFVS,0.11
fASP_conj,0.5
fASP_src,0.12
Hybrid_BMSA,1.65
PFVS,0.31
fASP_src,11.65
Hybrid_BMSA,4.11
fASP_conj,18.44
fASP_src,1.11
Hybrid_BMSA,1.8
PFVS,4.7
fASP_conj,44.79
fASP_src,10.68
Hybrid_BMSA,1.76
PFVS,11.95
fASP_conj,0.09
fASP_src,0.18
Hybrid_BMSA,1.6
PFVS,0.22
fASP_conj,27.17
fASP_src,0.65
Hybrid_BMSA,1.84
PFVS,12.21
fASP_conj,33.77
fASP_src,32.17
Hybrid_BMSA,1.77
PFVS,8.23
fASP_src,5.84
Hybrid_BMSA,1.93
fASP_conj,125.09
fASP_src,15.35
Hybrid_BMSA,1.67
PFVS,431.6
fASP_src,522.5
Hybrid_BMSA,9.81
fASP_src,1.96
Hybrid_BMSA,68.06
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.66
PFVS,0.12
fASP_src,91.3
Hybrid_BMSA,106.08
fASP_conj,0.29
fASP_src,0.17
Hybrid_BMSA,1.65
PFVS,0.22
fASP_conj,83.17
fASP_src,1.37
Hybrid_BMSA,2.26
PFVS,30.07
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.6
PFVS,0.12
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.76
PFVS,0.11
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.69
PFVS,0.12
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.7
PFVS,0.11
fASP_conj,0.15
fASP_src,0.12
Hybrid_BMSA,1.87
PFVS,0.21
fASP_conj,0.3
fASP_src,0.11
Hybrid_BMSA,1.67
PFVS,0.21
fASP_conj,0.11
fASP_src,0.09
Hybrid_BMSA,1.71
PFVS,0.42
fASP_conj,73.54
fASP_src,13.7
Hybrid_BMSA,2.03
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.82
PFVS,0.11
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,2.11
PFVS,0.37
Hybrid_BMSA,3.2
fASP_conj,0.16
fASP_src,0.1
Hybrid_BMSA,1.98
PFVS,0.11
fASP_conj,9.17
fASP_src,5.22
Hybrid_BMSA,8.87
fASP_conj,0.17
fASP_src,0.1
Hybrid_BMSA,1.86
PFVS,1.02
fASP_conj,0.17
fASP_src,0.11
Hybrid_BMSA,2.06
PFVS,0.32
fASP_conj,0.11
fASP_src,0.1
Hybrid_BMSA,1.88
PFVS,0.11
fASP_conj,0.16
fASP_src,0.1
Hybrid_BMSA,1.72
PFVS,0.11
fASP_conj,0.21
fASP_src,0.22
Hybrid_BMSA,3.63
fASP_conj,0.94
fASP_src,0.57
Hybrid_BMSA,4.89
PFVS,114.02
fASP_conj,0.09
fASP_src,0.11
Hybrid_BMSA,1.66
PFVS,0.12
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.79
PFVS,0.16
Hybrid_BMSA,2.3
fASP_conj,1.39
fASP_src,1.66
Hybrid_BMSA,1.93
PFVS,13.26
Hybrid_BMSA,21.17
fASP_conj,0.13
fASP_src,0.16
Hybrid_BMSA,1.72
PFVS,0.12
fASP_conj,2.83
fASP_src,4.6
Hybrid_BMSA,7.28
PFVS,76.77
fASP_conj,23.96
fASP_src,4.37
Hybrid_BMSA,2.36
fASP_conj,0.11
fASP_src,0.18
Hybrid_BMSA,2.18
PFVS,0.17
fASP_conj,0.1
fASP_src,0.17
Hybrid_BMSA,1.76
PFVS,0.17
fASP_conj,0.12
fASP_src,0.18
Hybrid_BMSA,1.87
PFVS,1.02
fASP_conj,0.12
fASP_src,0.23
Hybrid_BMSA,1.8
PFVS,0.32
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.58
PFVS,0.11
fASP_conj,0.13
fASP_src,0.18
Hybrid_BMSA,1.69
PFVS,0.16
fASP_conj,10.58
fASP_src,15.7
Hybrid_BMSA,2.52
PFVS,181.04
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.75
PFVS,0.12
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.66
PFVS,0.11
fASP_conj,0.12
fASP_src,0.16
Hybrid_BMSA,1.67
PFVS,0.11
fASP_conj,0.09
fASP_src,0.16
Hybrid_BMSA,1.65
PFVS,0.12
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.55
PFVS,0.11
fASP_conj,0.64
fASP_src,1.96
Hybrid_BMSA,1.88
PFVS,0.87
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.71
PFVS,0.11
fASP_conj,0.15
fASP_src,0.21
Hybrid_BMSA,2.01
PFVS,10.09
fASP_conj,0.11
fASP_src,0.18
Hybrid_BMSA,2.03
PFVS,0.32
fASP_conj,0.1
fASP_src,0.18
Hybrid_BMSA,2.05
PFVS,0.17
fASP_conj,0.1
fASP_src,0.16
Hybrid_BMSA,1.73
PFVS,0.11
fASP_conj,0.15
fASP_src,0.32
Hybrid_BMSA,2.25
PFVS,3.33
fASP_conj,0.09
fASP_src,0.16
Hybrid_BMSA,1.7
PFVS,0.12
fASP_conj,0.1
fASP_src,0.17
Hybrid_BMSA,1.92
PFVS,0.16
fASP_conj,0.1
fASP_src,0.18
Hybrid_BMSA,1.94
PFVS,0.17
fASP_conj,0.1
fASP_src,0.17
Hybrid_BMSA,1.95
PFVS,0.17
fASP_conj,0.09
fASP_src,0.16
Hybrid_BMSA,1.58
PFVS,0.12
fASP_conj,0.1
fASP_src,0.16
Hybrid_BMSA,1.8
PFVS,0.11
fASP_conj,0.09
fASP_src,0.16
Hybrid_BMSA,1.75
PFVS,0.11
fASP_conj,0.1
fASP_src,0.16
Hybrid_BMSA,1.81
PFVS,0.16
fASP_conj,0.15
fASP_src,0.25
Hybrid_BMSA,2.09
PFVS,13.1
fASP_conj,0.09
fASP_src,0.15
Hybrid_BMSA,1.62
PFVS,0.12
fASP_conj,0.1
fASP_src,0.16
Hybrid_BMSA,1.81
PFVS,0.17
fASP_conj,0.1
fASP_src,0.15
Hybrid_BMSA,1.78
PFVS,0.11
fASP_conj,0.13
fASP_src,0.22
Hybrid_BMSA,2.46
fASP_conj,0.1
fASP_src,0.17
Hybrid_BMSA,2.01
PFVS,0.17
fASP_src,991.77
Hybrid_BMSA,4.17
Hybrid_BMSA,29.9
fASP_conj,0.11
fASP_src,0.12
Hybrid_BMSA,2.37
PFVS,0.27
fASP_conj,0.26
fASP_src,0.25
Hybrid_BMSA,3.03
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.64
PFVS,0.11
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.77
PFVS,0.17
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.8
PFVS,0.17
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.76
PFVS,0.11
fASP_conj,0.09
fASP_src,0.1
Hybrid_BMSA,1.78
PFVS,0.11
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,2.09
PFVS,0.17
fASP_conj,0.11
fASP_src,0.1
Hybrid_BMSA,2.13
PFVS,0.21
fASP_conj,0.1
fASP_src,0.09
Hybrid_BMSA,1.91
PFVS,0.16
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.79
PFVS,0.12
fASP_conj,0.95
fASP_src,0.14
Hybrid_BMSA,2.56
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.6
PFVS,0.12
fASP_conj,0.11
fASP_src,0.11
Hybrid_BMSA,2.43
fASP_conj,0.11
fASP_src,0.1
Hybrid_BMSA,2.36
PFVS,3.07
fASP_conj,0.11
fASP_src,0.12
Hybrid_BMSA,2.62
fASP_conj,0.09
fASP_src,0.09
Hybrid_BMSA,1.63
PFVS,0.17
fASP_conj,0.15
fASP_src,0.13
Hybrid_BMSA,1.89
PFVS,0.22
fASP_conj,27.24
fASP_src,1.92
Hybrid_BMSA,2.03
PFVS,8.74
fASP_src,82.45
Hybrid_BMSA,2.16
fASP_conj,4.29
fASP_src,1.72
Hybrid_BMSA,1.86
PFVS,1.77
fASP_src,501.58
Hybrid_BMSA,4.14
fASP_src,109.71
Hybrid_BMSA,574.84
Hybrid_BMSA,24.19
fASP_src,296.88
fASP_src,439.07
Hybrid_BMSA,4.44
fASP_conj,0.13
fASP_src,0.11
Hybrid_BMSA,1.99
PFVS,17.97
fASP_conj,151.12
fASP_src,6.45
Hybrid_BMSA,2.02
PFVS,167.26
fASP_conj,0.12
fASP_src,0.09
Hybrid_BMSA,1.84
PFVS,0.77
fASP_src,6.11
Hybrid_BMSA,3.63
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.88
PFVS,0.22
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.87
PFVS,0.17
fASP_conj,0.1
fASP_src,0.1
Hybrid_BMSA,1.8
PFVS,0.17
fASP_conj,0.44
fASP_src,0.47
Hybrid_BMSA,4.0
fASP_conj,0.53
fASP_src,0.52
Hybrid_BMSA,4.38
fASP_conj,0.78
fASP_src,0.79
Hybrid_BMSA,5.32
fASP_conj,0.52
fASP_src,0.51
Hybrid_BMSA,4.56
fASP_conj,0.98
fASP_src,1.03
Hybrid_BMSA,5.96
fASP_conj,1.14
fASP_src,1.2
Hybrid_BMSA,5.63
fASP_conj,0.5
fASP_src,0.5
Hybrid_BMSA,4.49
fASP_conj,3.11
fASP_src,3.18
Hybrid_BMSA,9.96
fASP_conj,0.79
fASP_src,0.79
Hybrid_BMSA,5.51
fASP_conj,1.76
fASP_src,1.99
Hybrid_BMSA,6.83
fASP_conj,1.08
fASP_src,1.18
Hybrid_BMSA,6.18
fASP_conj,2.09
fASP_src,2.18
Hybrid_BMSA,9.09
fASP_conj,1.75
fASP_src,1.83
Hybrid_BMSA,7.89
fASP_conj,2.43
fASP_src,4.05
Hybrid_BMSA,7.82
fASP_conj,4.51
fASP_src,2.94
Hybrid_BMSA,8.35
fASP_conj,0.16
fASP_src,0.22
Hybrid_BMSA,1.32
fASP_conj,0.16
fASP_src,0.26
Hybrid_BMSA,1.45
fASP_conj,15.91
fASP_src,4.73
Hybrid_BMSA,0.87
PFVS,10.52
fASP_conj,0.97
fASP_src,1.44
Hybrid_BMSA,1.17
PFVS,236.93
fASP_conj,43.41
fASP_src,84.49
Hybrid_BMSA,13.6
fASP_src,278.61
Hybrid_BMSA,78.96
fASP_conj,0.16
fASP_src,0.1
Hybrid_BMSA,0.97
PFVS,1.77
